_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
59358,198666,1233,LA FITNESS NORTH HILLS POOL,8700 DUNCAN AVENUE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.5628182748753,-80.026581430395,POOLS (INDOOR),2022-03-24T13:00:00,2022-03-25T13:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,4.6,,0.6,,,,7.4,,,155,t,t,f,t,t,t,2022-07-14
59359,198721,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.4545032658512,-79.9962691657201,POOLS (INDOOR),2022-03-29T15:00:00,2022-03-30T14:00:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,0.4,,,,,,,,t,t,f,t,t,t,2022-05-03
59360,198741,3843,GOLDFISH SWIM SCHOOL,160 LAKE DRIVE,,Pine Township,WEXFORD,Allegheny County,PA,15090,40.6162762550763,-80.0526592447125,POOLS (INDOOR),2022-03-30T13:30:00,2022-03-31T14:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,,0.4,,,,7.2,,,315,t,t,f,t,t,t,2022-04-26
59361,195878,2387,STANFORD COURT POOL,1200 STANFORD COURT,,Kennedy Township,KENNEDY TWP.,Allegheny County,PA,15108,40.4922887278573,-80.1103979431071,POOL (CONDO OUTDOOR),2021-10-13T10:00:00,2021-10-13T10:13:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,,,,,,,,,,,t,t,t,t,t,t,2021-10-13
59362,195932,1473,SPRINGHILL SUITES BAKERY SQUARE POOL,134 BAKERY SQUARE  BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.4568311158444,-79.9149311520639,POOLS (INDOOR),2021-10-12T15:00:00,2021-10-15T15:30:00,INITIAL INSPECTION,f,1,ANDERSON IAN,,,,,,,,,,,t,t,t,t,t,t,2021-10-21
59363,195974,2534,OXFORD ATHLETIC CLUB INDOOR POOL,100 VILLAGE CLUB DRIVE,,Pine Township,PINE,Allegheny County,PA,15090,40.6340511885245,-80.0506397510035,POOLS (INDOOR),2021-10-14T14:50:00,2021-10-19T15:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.4,2.2,0.6,0.6,,,7.6,7.4,,250,t,t,f,t,t,t,2021-10-27
59364,195996,2428,WEST ALLEGHENY SR HIGH SCHOOL - POOL,205 WEST ALLEGHENY ROAD,,North Fayette Township,IMPERIAL,Allegheny County,PA,15126,40.4488089120733,-80.2397894874635,POOLS (SCHOOLS),2021-10-18T10:40:00,2021-10-19T11:50:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,4.5,4.5,0,0,,,7.2,7.2,,621,t,t,f,t,t,t,2021-10-26
59365,196018,1098,MCKNIGHT HOTEL - HOT TUB,4575 MCKNIGHT ROAD,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.504524150343,-80.0103673765825,SPA/HOT TUB (INDOOR),2021-10-19T13:55:00,2021-10-20T14:10:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,0.4,,,,,,,40,t,t,f,t,t,t,2021-10-26
59366,196029,1384,WYNDHAM UNIVERSITY CENTER / POOL,100 LYTTON AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4461006201583,-79.954633101577,POOLS (INDOOR),2021-10-19T13:20:00,2021-10-20T14:00:00,INITIAL INSPECTION,t,1,ANDERSON IAN,5.6,,0,,,,7.4,,,70,t,t,f,t,t,t,2023-06-09
59367,196041,2366,KEYSTONE OAKS HIGH SCHOOL POOL,1000 KELTON AVENUE,Building & Grounds Dept,Mount Lebanon,PITTSBURGH,Allegheny County,PA,15216,40.3872932492609,-80.0305289553289,POOLS (SCHOOLS),2021-10-20T10:00:00,2021-10-21T10:40:00,INITIAL INSPECTION,t,1,WILSON ANGELA,3.2,3.2,0.2,0.2,,,7.4,7.4,,460,t,t,t,t,t,t,2022-01-31
59368,196136,1964,ATRIUM CONDO,307 S DITHRIDGE STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4454348447596,-79.9500525407504,POOL (CONDO INDOOR),2021-10-21T10:00:00,2021-10-26T10:45:00,INITIAL INSPECTION,f,1,ANDERSON IAN,2.6,,0,,,,7.8,,,115,t,t,t,t,t,t,2021-10-29
59369,196146,5802,FAIRFIELD INN & SUITES BY MARRIOTT-MCCANDLESS POOL,901 PROVIDENCE BOULEVARD,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.5705854219769,-80.0189045417659,POOLS (INDOOR),2021-10-21T13:30:00,2021-10-26T14:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,,,,,2.7,,7.4,,,70,t,t,f,t,t,t,2021-11-23
59370,196149,2246,THE WOODLANDS FOUNDATION POOL,134 SHENOT ROAD,Bldg  1,Marshall Township,WEXFORD,Allegheny County,PA,15090,40.6448434279209,-80.0820740299936,POOLS (INDOOR),2021-10-21T15:20:00,2021-10-26T15:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,2,0.4,0.4,,,7.4,7.4,,,t,t,t,t,t,t,2021-11-03
59371,196178,1399,HOME 2 SUITES POOL,8630 DUNCAN AVENUE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.5616742389107,-80.027034224525,POOLS (INDOOR),2021-10-25T14:45:00,2021-10-27T15:40:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.6,,0.8,,,,7.4,,,60,t,t,f,t,t,t,2021-10-29
59372,196223,2379,HOLIDAY INN EXPRESS / PARKWAY CENTER INN - POOL,875 GREENTREE ROAD,,Green Tree,PITTSBURGH,Allegheny County,PA,15220,40.4245205327892,-80.0417456308577,POOLS (INDOOR),2021-10-28T15:25:00,2021-10-29T16:05:00,INITIAL INSPECTION,f,1,WILSON ANGELA,,,,,5.2,,7.6,,,70,t,t,t,t,t,t,2021-10-29
59373,196607,1093,DOUBLETREE HOTEL PITTSBURGH CITY CENTER POOL,1 BIGELOW SQUARE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.4405327969175,-79.9940227911859,POOLS (INDOOR),2021-11-12T11:30:00,2021-11-15T12:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1,,0,,,,7.4,,,100,t,t,t,t,t,t,2021-11-15
59374,196708,1409,WYNDHAM GRAND PITTSBURGH - POOL,600 COMMONWEALTH PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.4417408925392,-80.0064088164826,POOLS (INDOOR),2021-11-17T01:00:00,2021-11-19T01:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,6,,7.8,,,90,t,t,t,t,t,t,2021-11-19
59375,196745,6463,DRURY INN AIRPORT POOL,101 RIDGE ROAD,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.4375272221536,-80.1538417662359,POOLS (INDOOR),2021-11-17T11:45:00,2021-11-22T12:20:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,,,,,10,,7.4,,,55,t,t,f,t,t,t,
59376,196755,881,COURTYARD PITTSBURGH MONROEVILLE/ POOL,3962 WILLIAM PENN HIGHWAY,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4372529165594,-79.7733274151548,POOLS (INDOOR),2021-11-22T09:30:00,2021-11-23T10:15:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,2022-05-23
59377,196756,3922,DOUBLETREE BY HILTON PGH CRANBERRY POOL,910 SHERATON  DRIVE,,Marshall Township,MARS,Allegheny County,PA,16046,40.6688550332578,-80.0949915855995,POOLS (INDOOR),2021-11-22T14:45:00,2021-11-23T15:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3.4,,0.2,,,,7.4,,,45,t,t,f,t,t,t,2021-11-29
59378,196927,110,DIVINE PROVIDENCE ALPHA SCHOOL - POOL,9000 BABCOCK BOULEVARD,,McCandless,ALLISON PARK,Allegheny County,PA,15101,,,POOLS (SCHOOLS),2021-12-01T14:35:00,2021-12-02T15:25:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,2.6,2.2,0.2,0.2,,,7.2,7.4,,110,t,t,t,t,t,t,2021-12-02
59379,196938,2463,SOUTH FAYETTE JR / SR HIGH SCHOOL POOL,3700 OLD OAKDALE ROAD,,South Fayette Township,MCDONALD,Allegheny County,PA,15057,40.3773786360927,-80.1709684658558,POOLS (SCHOOLS),2021-12-01T09:15:00,2021-12-02T10:05:00,INITIAL INSPECTION,t,1,WILSON ANGELA,3.2,3.2,0.2,0,,,7.4,7.4,,410,t,t,f,t,t,t,2022-10-14
59380,197014,2291,PINE-RICHLAND HIGH SCHOOL NAT - POOL,700 WARRENDALE ROAD,,Pine Township,GIBSONIA,Allegheny County,PA,15044,40.6592482790646,-80.0171670639009,POOLS (SCHOOLS),2021-12-03T13:45:00,2021-12-06T14:35:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.2,2.8,0.4,0.4,,,7.8,7.8,,500,t,t,t,t,t,t,2021-12-08
59381,197023,7261,SPRINGHILL SUITES MONROEVILLE POOL,122 DAUGHERTY DRIVE,,Monroeville,Monroeville,Allegheny County,PA,15146,40.4358474417352,-79.7543498559978,POOLS (INDOOR),2021-12-06T08:45:00,2021-12-06T09:30:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,2021-12-06
59382,197025,747,COMFORT INN PITTSBURGH EAST SPA,699 RODI ROAD,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.4432957512321,-79.8265539311114,SPA/HOT TUB (INDOOR),2021-12-01T14:35:00,2021-12-06T15:00:00,INITIAL INSPECTION,t,1,ANDERSON IAN,2.2,,0.4,,,,7.6,,,45,t,t,t,t,t,t,2021-12-13
59383,197128,1399,HOME 2 SUITES POOL,8630 DUNCAN AVENUE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.5616742389107,-80.027034224525,POOLS (INDOOR),2021-12-08T15:00:00,2021-12-09T15:40:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2,,1,,,,7.4,,,75,t,t,f,t,t,t,2022-02-15
59384,196268,2028,LANGLEY K-8 POOL,2940 SHERADEN  BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15204,40.4545398606462,-80.0546727557361,POOLS (SCHOOLS),2021-10-28T10:25:00,2021-11-01T11:05:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,5.5,,0,,,,7.2,,,175,t,t,f,t,t,t,2022-11-08
59385,196341,739,SPRINGHILL SUITES NORTH SHORE POOL,223 FEDERAL STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.448613624229,-80.0047042764508,POOLS (INDOOR),2021-11-03T13:50:00,2021-11-04T14:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.8,,0.4,,,,7.4,,,30,t,t,t,t,t,t,2021-11-08
59386,196392,2003,JEWISH COMMUNITY CENTER TRAINING POOL,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.4376687260433,-79.923903960314,POOLS (INDOOR),2021-11-01T14:00:00,2021-11-05T14:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,5,5,0.2,0.2,,,7.4,7.4,,110,t,t,t,t,t,t,2021-11-05
59387,196399,1140,RESIDENCE INN POOL,574 W GENERAL ROBINSON STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.4479905729024,-80.0073141750193,POOLS (INDOOR),2021-11-04T12:35:00,2021-11-05T13:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1,,0.2,,,,7.4,,,110,t,t,f,t,t,t,2021-12-09
59388,196434,9538,SPRINGHILL SUITES MT LEBANON POOL,611 WASHINGTON ROAD,,Mount Lebanon,Pittsburgh,Allegheny County,PA,15228,40.382687951677,-80.043708167248,POOLS (INDOOR),2021-11-05T14:57:00,2021-11-08T15:03:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,t,t,t,t,2021-11-08
59389,196446,1975,PGH ARSENAL 6-8 POOL,220 40TH STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15201,40.4681053397678,-79.961862087565,POOLS (SCHOOLS),2021-11-08T14:10:00,2021-11-08T14:20:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,,,,,,,,,,,t,t,t,t,t,t,2021-11-10
59390,196562,5081,CMU AQUATIC CENTER-SPA,5000 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4442129846549,-79.94339909741,SPA/HOT TUB (INDOOR),2021-11-10T03:15:00,2021-11-12T03:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,2021-11-10
59391,196604,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.4380070791428,-79.9986101884119,SPA/HOT TUB (INDOOR),2021-11-12T09:30:00,2021-11-15T09:45:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,,,,,4,,7.4,,,10,t,t,f,t,t,t,2022-01-19
59392,196706,469,THE VENUE POOL,625 STANWIX STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.4431698809332,-80.0048461417716,POOLS (OUTDOOR),2021-11-17T12:00:00,2021-11-19T12:30:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,2021-11-19
59393,196744,6464,DRURY INN AIRPORT SPA,101 RIDGE ROAD,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.4375272221536,-80.1538417662359,SPA/HOT TUB (INDOOR),2021-11-17T11:10:00,2021-11-22T11:45:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,,,,,10,,7.6,,,50,t,t,f,t,t,t,
59394,196759,1391,MONTOUR HIGH SCHOOL POOL,223 CLEVER  ROAD,,ROBINSON TOWNSHIP,MCKEES ROCKS,Allegheny County,PA,15136,40.4672762385359,-80.1186402622181,POOLS (SCHOOLS),2021-11-17T09:30:00,2021-11-23T09:55:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,4,3.5,0,0,,,7.4,7.4,,500,t,t,f,t,t,t,2021-11-23
59395,196782,5922,RESIDENCE INN OAKLAND UNIVERSITY PL POOL,3341 FORBES  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4381946553364,-79.9621170988364,POOLS (INDOOR),2021-11-23T14:25:00,2021-11-24T13:30:00,INITIAL INSPECTION,f,1,ANDERSON IAN,,,0.2,,4.2,,7.6,,,58,t,t,t,t,t,t,2021-11-30
59396,198790,2141,OLYMPIC SWIM CLUB POOL,517 TWIN OAK DRIVE,,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.4789871423515,-79.7904493952874,POOLS (INDOOR),2022-04-01T15:00:00,2022-04-04T15:20:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,2022-04-26
59397,198926,1028,LA FITNESS MONROEVILLE SPA,4100 WM PENN HIGHWAY,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,,,SPA/HOT TUB (INDOOR),2022-04-12T14:15:00,2022-04-13T15:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.5,,0,,,,7.3,,,23,t,t,t,t,t,t,2022-04-14
59398,199042,10577,THE DISTRICT - POOL,1759 Waterfront PLACE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15222,40.4515994715878,-79.9873518373788,POOLS (OUTDOOR),2022-04-18T14:01:00,2022-04-20T15:30:00,INITIAL INSPECTION,t,1,ROBINSON LAWRENCE,3.5,,0,,,,8.0,,,91,t,t,f,t,t,t,2022-07-26
59399,199070,1233,LA FITNESS NORTH HILLS POOL,8700 DUNCAN AVENUE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.5628182748753,-80.026581430395,POOLS (INDOOR),2022-04-20T15:00:00,2022-04-21T15:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,1,,,,,,,,t,t,f,t,t,t,2022-07-14
59400,199082,679,KINGSLEY COMMUNITY CENTER POOL,6435 FRANKSTOWN  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.4614602877892,-79.9153996541295,POOLS (INDOOR),2022-04-21T10:51:00,2022-04-21T11:30:00,INITIAL INSPECTION,t,1,WILSON ANGELA,1.6,1,0.6,0.2,,,7.8,7.4,,,t,t,f,t,t,t,2022-05-19
59401,199130,2002,JEWISH COMMUNITY CENTER LAP POOL,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.4376687260433,-79.923903960314,POOLS (INDOOR),2022-04-25T12:45:00,2022-04-26T13:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.6,,0,,,,7.4,,,300,t,t,t,t,t,t,2022-04-26
59402,199159,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.4545032658512,-79.9962691657201,POOLS (INDOOR),2022-04-27T15:30:00,2022-04-28T16:00:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,0.6,,,,,,,,t,t,f,t,t,t,2022-05-03
59403,199292,1970,TREES HALL POOL,1970 ALLEQUIPPA STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15260,,,POOLS (SCHOOLS),2022-04-25T12:00:00,2022-05-05T14:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,9.8,9.8,1,1,0,0,7.6,7.6,<50,,t,t,f,t,t,t,2022-07-07
59404,199391,2330,DEER LAKES SR HIGH POOL,163 EAST UNION ROAD,,West Deer Township,CHESWICK,Allegheny County,PA,15024,40.6202302093658,-79.8510823704584,POOLS (SCHOOLS),2022-05-10T14:00:00,2022-05-11T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,1.4,1.4,0.2,0.2,0,0,7.6,7.6,>50,390,t,t,f,t,t,t,2023-06-01
59405,199419,10638,HAMPTON INN & SUITES / WATERFRONT POOL,301 W WATERFRONT DRIVE,,West Homestead,Homestead,Allegheny County,PA,15120,40.406967405201,-79.9201579015465,POOLS (INDOOR),2022-05-11T13:25:00,2022-05-12T14:20:00,INITIAL INSPECTION,t,1,ANDERSON IAN,2.4,,0.2,,,,7.4,,,50,t,t,t,t,t,t,2022-08-22
59406,199510,2305,CLUB JULIAN POOL,101 CORBETT COURT,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5477619675196,-80.0195881950934,POOLS (INDOOR),2022-05-13T15:00:00,2022-05-19T15:15:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,1.6,1.4,,,,,,,t,t,t,t,t,t,2022-06-29
59407,199515,1494,BAKERY LIVING 2.0 POOL,6480 LIVING PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.4561566677117,-79.9169285412048,POOLS (INDOOR),2022-05-19T14:10:00,2022-05-20T15:15:00,INITIAL INSPECTION,f,1,ANDERSON IAN,,,,,8,,7.4,,,70,t,t,t,t,t,t,2022-05-24
59408,197022,7261,SPRINGHILL SUITES MONROEVILLE POOL,122 DAUGHERTY DRIVE,,Monroeville,Monroeville,Allegheny County,PA,15146,40.4358474417352,-79.7543498559978,POOLS (INDOOR),2021-12-06T08:45:00,2021-12-06T09:30:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,4,,0.2,,,,7.4,,,45,t,t,f,t,t,t,2022-04-19
59409,197067,7997,PITTSBURGH AIRPORT MARRIOTT / POOL,777  ATEN ROAD,,Findlay Township,Coraopolis,Allegheny County,PA,15108,40.4599243670045,-80.1930876729902,POOLS (INDOOR),2021-12-06T12:40:00,2021-12-07T12:55:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,1.5,,0.2,,,,,,,40,t,t,f,t,t,t,2021-12-07
59410,197070,293,COMFORT SUITES POOL,750 ATEN ROAD,,Findlay Township,CORAOPOLIS,Allegheny County,PA,15108,40.4584905607409,-80.192629525194,POOLS (INDOOR),2021-12-06T11:50:00,2021-12-07T12:25:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,1,,1,,,,,,,,t,t,f,t,t,t,2022-11-16
59411,197133,1233,LA FITNESS NORTH HILLS POOL,8700 DUNCAN AVENUE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.5628182748753,-80.026581430395,POOLS (INDOOR),2021-12-08T14:30:00,2021-12-09T14:40:00,FOLLOW UP INSPECTION,t,4,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2021-12-14
59412,197154,1995,PGH COLFAX K - 8 POOL,2332 BEECHWOOD BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.4330648346783,-79.9153657434033,POOLS (SCHOOLS),2021-12-10T09:30:00,2021-12-10T10:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.4,,0,,,,7.6,,,110,t,t,t,t,t,t,2021-12-10
59413,197155,1999,PGH  ALLDERDICE HS - POOL,2409 SHADY AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.4294238165713,-79.9193733127011,POOLS (SCHOOLS),2021-12-10T10:30:00,2021-12-10T11:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.5,,0,,,,7.6,,,520,t,t,t,t,t,t,2021-12-10
59414,197204,10018,DOUBLETREE BY HILTON GREEN TREE IN/OUT DOOR POOL,500 MANSFIELD AVENUE,,Green Tree,Pittsburgh,Allegheny County,PA,15205,40.4184590864671,-80.0596180576801,POOLS (INDOOR),2021-12-13T09:00:00,2021-12-14T09:14:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,,,1.6,,,,,,,80,t,t,f,t,t,t,2022-01-04
59415,197210,2042,PGH PERRY HIGH SCHOOL  POOL,3875 PERRYSVILLE AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15214,40.4891681394722,-80.0190364118318,POOLS (INDOOR),2021-12-14T09:35:00,2021-12-14T10:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,1.8,0,0,,,7.4,7.4,,600,t,t,t,t,t,t,2021-12-15
59416,197222,2057,WOODLAND HILLS HIGH POOL,2550 GREENSBURG PIKE,,Churchill,PITTSBURGH,Allegheny County,PA,15221,40.4363535081154,-79.856311988835,POOLS (SCHOOLS),2021-12-13T08:45:00,2021-12-14T09:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3.5,,0,,,,7.4,,,400,t,t,t,t,t,t,2021-12-15
59417,197271,994,CLUB PITTSBURGH SPA,1139 PENN AVENUE,4th Floor,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.4456395440122,-79.9928440472413,SPA/HOT TUB (INDOOR),2021-12-16T15:00:00,2021-12-16T15:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,15,,7.2,,,45,t,t,t,t,t,t,2021-12-17
59418,197274,6243,STAYBRIDGE SUITES CRANBERRY POOL,915 BRUSH CREEK ROAD,,Marshall Township,WARRENDALE,Allegheny County,PA,15086,40.6616656807735,-80.0979539053503,POOLS (INDOOR),2021-12-17T09:00:00,2021-12-17T09:15:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,2021-12-21
59419,197651,881,COURTYARD PITTSBURGH MONROEVILLE/ POOL,3962 WILLIAM PENN HIGHWAY,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4372529165594,-79.7733274151548,POOLS (INDOOR),2022-01-13T09:45:00,2022-01-14T10:15:00,FOLLOW UP INSPECTION,t,3,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,2022-05-23
59420,197132,1234,LA FITNESS NORTH HILLS SPA,8700 DUNCAN AVENUE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.5628182748753,-80.026581430395,SPA/HOT TUB (INDOOR),2021-12-08T14:40:00,2021-12-09T14:50:00,FOLLOW UP INSPECTION,t,4,NOBBS SCOTT,,,1,,,,,,,,t,t,f,t,t,t,2021-12-09
59421,197137,7026,HAMPTON INN MONROEVILLE POOL,3000 MOSSIDE BOULEVARD,,Monroeville,Monroeville,Allegheny County,PA,15146,40.4383909147246,-79.7593881578123,POOLS (INDOOR),2021-12-07T08:45:00,2021-12-09T09:30:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,4.5,,0,,,,7.6,,,50,t,t,f,t,t,t,2022-02-16
59422,197139,134,GATEWAY HIGH SCHOOL POOL,3000 GATEWAY CAMPUS BOULEVARD,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4317718132945,-79.7545044936271,POOLS (SCHOOLS),2021-12-08T11:00:00,2021-12-09T11:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.5,,0,,,,7.2,,,574,t,t,t,t,t,t,2021-12-10
59423,197229,1212,RESIDENCE INN BY MARRIOTT POOL,3455 WILLIAM PENN HIGHWAY,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.4312495352549,-79.8115036486905,POOLS (INDOOR),2021-12-14T14:00:00,2021-12-15T15:15:00,INITIAL INSPECTION,t,1,ANDERSON IAN,3.6,,0.2,,,,7.4,,,115,t,t,f,t,t,t,2023-05-10
59424,197530,7026,HAMPTON INN MONROEVILLE POOL,3000 MOSSIDE BOULEVARD,,Monroeville,Monroeville,Allegheny County,PA,15146,40.4383909147246,-79.7593881578123,POOLS (INDOOR),2022-01-05T14:45:00,2022-01-06T15:45:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,2022-02-16
59425,197648,7261,SPRINGHILL SUITES MONROEVILLE POOL,122 DAUGHERTY DRIVE,,Monroeville,Monroeville,Allegheny County,PA,15146,40.4358474417352,-79.7543498559978,POOLS (INDOOR),2022-01-13T09:00:00,2022-01-14T09:30:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,f,t,t,t,2022-04-19
59426,197653,1410,WYNDHAM GRAND PITTSBURGH - SPA,600 COMMONWEALTH PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.4417408925392,-80.0064088164826,SPA/HOT TUB (INDOOR),2021-12-28T11:00:00,2022-01-14T11:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,2021-12-28
59427,197656,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.4380070791428,-79.9986101884119,SPA/HOT TUB (INDOOR),2021-12-28T12:00:00,2022-01-14T12:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,2021-12-28
